regionCd,regionNm,YEARMONTH,volume
41000,경기,200906,19205
41000,경기,200907,21481
41000,경기,200908,20633
41000,경기,200909,24856
41000,경기,200910,22676
41000,경기,200911,19036
41000,경기,200912,19975
41000,경기,201001,13605
41000,경기,201002,13752
41000,경기,201003,17220
41000,경기,201004,15434
41000,경기,201005,13129
41000,경기,201006,14791
41000,경기,201007,14027
41000,경기,201008,12350
41000,경기,201009,11654
41000,경기,201010,15409
41000,경기,201011,18020
41000,경기,201012,22967
41000,경기,201101,17766
41000,경기,201102,16784
41000,경기,201103,21236
41000,경기,201104,16661
41000,경기,201105,14557
41000,경기,201106,13172
41000,경기,201107,13818
41000,경기,201108,14635
41000,경기,201109,16619
41000,경기,201110,16305
41000,경기,201111,15502
41000,경기,201112,21562
41000,경기,201201,7088
41000,경기,201202,10506
41000,경기,201203,14664
41000,경기,201204,13327
41000,경기,201205,12516
41000,경기,201206,10892
41000,경기,201207,11716
41000,경기,201208,10358
41000,경기,201209,9774
41000,경기,201210,15373
41000,경기,201211,15456
41000,경기,201212,21999
41000,경기,201301,10960
41000,경기,201302,11648
41000,경기,201303,13090
41000,경기,201304,16960
41000,경기,201305,19604
41000,경기,201306,25411
41000,경기,201307,12698
41000,경기,201308,11184
41000,경기,201309,13818
41000,경기,201310,22437
41000,경기,201311,19468
41000,경기,201312,21364
41000,경기,201401,15865
41000,경기,201402,19584
41000,경기,201403,21933
41000,경기,201404,20199
41000,경기,201405,16582
41000,경기,201406,15163
41000,경기,201407,18100
41000,경기,201408,18993
41000,경기,201409,21776
41000,경기,201410,27743
41000,경기,201411,21053
41000,경기,201412,20069
41000,경기,201501,19358
41000,경기,201502,19990
41000,경기,201503,29483
41000,경기,201504,30831
41000,경기,201505,26395
41000,경기,201506,26188
41000,경기,201507,24921
41000,경기,201508,23257
41000,경기,201509,24784
41000,경기,201510,27260
41000,경기,201511,26147
41000,경기,201512,22267
41000,경기,201601,17872
41000,경기,201602,16358
41000,경기,201603,21759
41000,경기,201604,22587
41000,경기,201605,23035
41000,경기,201606,26342
41000,경기,201607,29407
41000,경기,201608,31343
41000,경기,201609,28250
41000,경기,201610,34022
41000,경기,201611,29694
41000,경기,201612,28401
41000,경기,201701,19462
41000,경기,201702,18197
41000,경기,201703,25510
41000,경기,201704,24267
41000,경기,201705,27063
41000,경기,201706,34668
41000,경기,201707,42165
41000,경기,201708,43588
41000,경기,201709,39768
41000,경기,201710,36636
41000,경기,201711,37182
41000,경기,201712,34898
41000,경기,201801,38380
41000,경기,201802,37364
41000,경기,201803,44376
41000,경기,201804,32841
41000,경기,201805,31594
41000,경기,201806,33749
41000,경기,201807,40810
41000,경기,201808,39819
41000,경기,201809,42811
41000,경기,201810,48660
41000,경기,201811,33136
41000,경기,201812,23726
41000,경기,201901,29746
41000,경기,201902,26341
41000,경기,201903,30477
42000,강원,200601,1982
42000,강원,200602,2690
42000,강원,200603,3307
42000,강원,200604,2224
42000,강원,200605,2474
42000,강원,200606,2397
42000,강원,200607,2036
42000,강원,200608,1571
42000,강원,200609,2409
42000,강원,200610,2374
42000,강원,200611,3880
42000,강원,200612,2308
42000,강원,200701,2160
42000,강원,200702,1512
42000,강원,200703,2554
42000,강원,200704,1817
42000,강원,200705,1523
42000,강원,200706,1579
42000,강원,200707,1491
42000,강원,200708,2708
42000,강원,200709,2287
42000,강원,200710,3821
42000,강원,200711,2335
42000,강원,200712,1802
42000,강원,200801,1993
42000,강원,200802,2585
42000,강원,200803,3606
42000,강원,200804,3402
42000,강원,200805,2919
42000,강원,200806,3445
42000,강원,200807,3458
42000,강원,200808,2479
42000,강원,200809,2505
42000,강원,200810,2174
42000,강원,200811,2019
42000,강원,200812,2503
42000,강원,200901,1060
42000,강원,200902,1726
42000,강원,200903,1858
42000,강원,200904,1662
42000,강원,200905,1535
42000,강원,200906,2795
42000,강원,200907,2211
42000,강원,200908,2720
42000,강원,200909,3052
42000,강원,200910,2483
42000,강원,200911,2576
42000,강원,200912,1945
42000,강원,201001,1661
42000,강원,201002,1933
42000,강원,201003,1975
42000,강원,201004,2135
42000,강원,201005,1739
42000,강원,201006,1882
42000,강원,201007,1611
42000,강원,201008,1687
42000,강원,201009,1952
42000,강원,201010,2896
42000,강원,201011,2433
42000,강원,201012,2328
42000,강원,201101,1889
42000,강원,201102,2039
42000,강원,201103,2472
42000,강원,201104,2592
42000,강원,201105,2629
42000,강원,201106,2399
42000,강원,201107,2314
42000,강원,201108,2564
42000,강원,201109,2388
42000,강원,201110,2355
42000,강원,201111,2544
42000,강원,201112,3096
42000,강원,201201,1650
42000,강원,201202,2199
42000,강원,201203,2062
42000,강원,201204,1837
42000,강원,201205,3292
42000,강원,201206,1567
42000,강원,201207,2131
42000,강원,201208,1228
42000,강원,201209,1150
42000,강원,201210,1701
42000,강원,201211,2123
42000,강원,201212,2700
42000,강원,201301,1185
42000,강원,201302,1732
42000,강원,201303,1958
42000,강원,201304,2160
42000,강원,201305,3228
42000,강원,201306,3940
42000,강원,201307,1409
42000,강원,201308,1329
42000,강원,201309,1437
42000,강원,201310,2269
42000,강원,201311,1893
42000,강원,201312,2774
42000,강원,201401,1533
42000,강원,201402,2697
42000,강원,201403,2561
42000,강원,201404,2563
42000,강원,201405,2477
42000,강원,201406,2652
42000,강원,201407,2662
42000,강원,201408,3296
42000,강원,201409,2789
42000,강원,201410,3481
42000,강원,201411,2747
42000,강원,201412,2636
42000,강원,201501,1862
42000,강원,201502,2069
42000,강원,201503,2679
42000,강원,201504,2518
42000,강원,201505,2220
42000,강원,201506,2945
42000,강원,201507,3157
42000,강원,201508,2286
42000,강원,201509,2346
42000,강원,201510,2595
42000,강원,201511,2700
42000,강원,201512,3288
42000,강원,201601,3240
42000,강원,201602,2616
42000,강원,201603,3035
42000,강원,201604,4338
42000,강원,201605,7519
42000,강원,201606,3255
42000,강원,201607,2567
42000,강원,201608,2870
42000,강원,201609,3447
42000,강원,201610,3306
42000,강원,201611,4541
42000,강원,201612,3842
42000,강원,201701,2712
42000,강원,201702,3312
42000,강원,201703,2895
42000,강원,201704,3475
42000,강원,201705,4255
42000,강원,201706,2958
42000,강원,201707,2690
42000,강원,201708,3755
42000,강원,201709,4417
42000,강원,201710,2909
42000,강원,201711,4218
42000,강원,201712,4116
42000,강원,201801,4917
42000,강원,201802,3630
42000,강원,201803,4525
42000,강원,201804,2797
42000,강원,201805,4227
42000,강원,201806,2779
42000,강원,201807,2481
42000,강원,201808,4246
42000,강원,201809,2544
42000,강원,201810,3847
42000,강원,201811,2837
42000,강원,201812,3174
42000,강원,201901,3809
42000,강원,201902,2391
42000,강원,201903,2640
43000,충북,200601,1383
43000,충북,200602,3003
43000,충북,200603,2964
43000,충북,200604,1804
43000,충북,200605,2051
43000,충북,200606,3648
43000,충북,200607,4178
43000,충북,200608,2540
43000,충북,200609,2743
43000,충북,200610,2258
43000,충북,200611,2535
43000,충북,200612,2569
43000,충북,200701,2783
43000,충북,200702,2235
43000,충북,200703,2958
43000,충북,200704,2426
43000,충북,200705,3171
43000,충북,200706,1946
43000,충북,200707,1988
43000,충북,200708,2560
43000,충북,200709,1867
43000,충북,200710,2403
43000,충북,200711,2820
43000,충북,200712,3617
43000,충북,200801,2601
43000,충북,200802,2882
43000,충북,200803,2769
43000,충북,200804,3089
43000,충북,200805,3032
43000,충북,200806,2776
43000,충북,200807,3836
43000,충북,200808,2904
43000,충북,200809,3595
43000,충북,200810,3481
43000,충북,200811,2238
43000,충북,200812,1467
43000,충북,200901,1729
43000,충북,200902,1760
43000,충북,200903,2387
43000,충북,200904,2168
43000,충북,200905,2203
43000,충북,200906,3502
43000,충북,200907,2553
43000,충북,200908,3137
43000,충북,200909,2736
43000,충북,200910,3227
43000,충북,200911,3145
43000,충북,200912,2243
43000,충북,201001,2101
43000,충북,201002,2174
43000,충북,201003,2886
43000,충북,201004,2807
43000,충북,201005,2063
43000,충북,201006,2716
43000,충북,201007,2419
43000,충북,201008,2043
43000,충북,201009,1918
43000,충북,201010,2719
43000,충북,201011,2868
43000,충북,201012,3310
43000,충북,201101,2821
43000,충북,201102,2615
43000,충북,201103,3345
43000,충북,201104,2929
43000,충북,201105,2563
43000,충북,201106,2585
43000,충북,201107,2434
43000,충북,201108,2274
43000,충북,201109,2023
43000,충북,201110,2308
43000,충북,201111,2375
43000,충북,201112,3221
43000,충북,201201,1079
43000,충북,201202,1922
43000,충북,201203,2079
43000,충북,201204,2090
43000,충북,201205,2397
43000,충북,201206,2357
43000,충북,201207,2115
43000,충북,201208,2238
43000,충북,201209,1830
43000,충북,201210,2527
43000,충북,201211,2501
43000,충북,201212,3955
43000,충북,201301,1071
43000,충북,201302,1776
43000,충북,201303,2560
43000,충북,201304,2872
43000,충북,201305,2251
43000,충북,201306,4543
43000,충북,201307,2195
43000,충북,201308,2150
43000,충북,201309,1642
43000,충북,201310,3315
43000,충북,201311,1949
43000,충북,201312,2231
43000,충북,201401,1694
43000,충북,201402,2420
43000,충북,201403,2705
43000,충북,201404,3167
43000,충북,201405,2844
43000,충북,201406,3031
43000,충북,201407,3062
43000,충북,201408,2491
43000,충북,201409,2634
43000,충북,201410,2685
43000,충북,201411,3796
43000,충북,201412,2830
43000,충북,201501,2633
43000,충북,201502,2242
43000,충북,201503,2956
43000,충북,201504,2478
43000,충북,201505,2497
43000,충북,201506,2283
43000,충북,201507,3469
43000,충북,201508,3229
43000,충북,201509,2002
43000,충북,201510,2497
43000,충북,201511,2074
43000,충북,201512,2440
43000,충북,201601,2863
43000,충북,201602,3228
43000,충북,201603,3333
43000,충북,201604,2693
43000,충북,201605,2612
43000,충북,201606,2555
43000,충북,201607,2858
43000,충북,201608,2629
43000,충북,201609,2852
43000,충북,201610,2930
43000,충북,201611,3349
43000,충북,201612,2626
43000,충북,201701,3020
43000,충북,201702,2589
43000,충북,201703,2996
43000,충북,201704,3073
43000,충북,201705,2901
43000,충북,201706,2852
43000,충북,201707,3596
43000,충북,201708,3611
43000,충북,201709,2881
43000,충북,201710,2633
43000,충북,201711,3402
43000,충북,201712,3433
43000,충북,201801,4289
43000,충북,201802,4027
43000,충북,201803,4239
43000,충북,201804,3501
43000,충북,201805,3468
43000,충북,201806,3268
43000,충북,201807,3547
43000,충북,201808,2810
43000,충북,201809,3043
43000,충북,201810,4881
43000,충북,201811,5399
43000,충북,201812,3213
43000,충북,201901,2901
43000,충북,201902,2305
43000,충북,201903,2204
44000,충남,200601,2558
44000,충남,200602,3501
44000,충남,200603,4268
44000,충남,200604,3574
44000,충남,200605,2893
44000,충남,200606,2698
44000,충남,200607,1900
44000,충남,200608,2187
44000,충남,200609,4567
44000,충남,200610,3548
44000,충남,200611,4533
44000,충남,200612,3913
44000,충남,200701,3862
44000,충남,200702,2834
44000,충남,200703,2935
44000,충남,200704,3578
44000,충남,200705,3094
44000,충남,200706,3060
44000,충남,200707,3031
44000,충남,200708,2418
44000,충남,200709,2453
44000,충남,200710,3728
44000,충남,200711,4161
44000,충남,200712,3881
44000,충남,200801,3050
44000,충남,200802,5244
44000,충남,200803,6811
44000,충남,200804,4192
44000,충남,200805,3840
44000,충남,200806,4783
44000,충남,200807,4591
44000,충남,200808,4264
44000,충남,200809,4110
44000,충남,200810,3827
44000,충남,200811,3216
44000,충남,200812,2018
44000,충남,200901,1787
44000,충남,200902,2830
44000,충남,200903,4223
44000,충남,200904,3196
44000,충남,200905,3090
44000,충남,200906,4353
44000,충남,200907,4891
44000,충남,200908,4931
44000,충남,200909,3838
44000,충남,200910,3822
44000,충남,200911,4278
44000,충남,200912,3913
44000,충남,201001,3190
44000,충남,201002,3164
44000,충남,201003,3783
44000,충남,201004,4021
44000,충남,201005,2913
44000,충남,201006,3294
44000,충남,201007,2720
44000,충남,201008,2513
44000,충남,201009,4048
44000,충남,201010,4232
44000,충남,201011,4459
44000,충남,201012,5024
44000,충남,201101,3120
44000,충남,201102,3582
44000,충남,201103,5206
44000,충남,201104,4570
44000,충남,201105,5599
44000,충남,201106,5020
44000,충남,201107,4251
44000,충남,201108,4684
44000,충남,201109,4249
44000,충남,201110,3847
44000,충남,201111,4358
44000,충남,201112,6038
44000,충남,201201,2620
44000,충남,201202,4420
44000,충남,201203,4885
44000,충남,201204,4768
44000,충남,201205,3954
44000,충남,201206,3321
44000,충남,201207,4060
44000,충남,201208,2189
44000,충남,201209,2459
44000,충남,201210,3455
44000,충남,201211,4237
44000,충남,201212,4691
44000,충남,201301,2204
44000,충남,201302,2611
44000,충남,201303,2808
44000,충남,201304,3420
44000,충남,201305,3934
44000,충남,201306,5711
44000,충남,201307,2538
44000,충남,201308,2387
44000,충남,201309,2423
44000,충남,201310,3871
44000,충남,201311,3609
44000,충남,201312,5326
44000,충남,201401,2679
44000,충남,201402,3720
44000,충남,201403,4214
44000,충남,201404,4219
44000,충남,201405,3460
44000,충남,201406,4069
44000,충남,201407,3735
44000,충남,201408,4336
44000,충남,201409,4607
44000,충남,201410,6143
44000,충남,201411,5580
44000,충남,201412,7062
44000,충남,201501,3954
44000,충남,201502,4640
44000,충남,201503,5084
44000,충남,201504,3920
44000,충남,201505,4173
44000,충남,201506,4476
44000,충남,201507,4876
44000,충남,201508,3754
44000,충남,201509,3942
44000,충남,201510,4994
44000,충남,201511,4809
44000,충남,201512,4571
44000,충남,201601,3904
44000,충남,201602,3566
44000,충남,201603,5925
44000,충남,201604,3789
44000,충남,201605,3207
44000,충남,201606,3830
44000,충남,201607,3405
44000,충남,201608,3916
44000,충남,201609,3971
44000,충남,201610,5542
44000,충남,201611,4172
44000,충남,201612,3998
44000,충남,201701,3851
44000,충남,201702,3566
44000,충남,201703,4675
44000,충남,201704,4244
44000,충남,201705,4849
44000,충남,201706,4887
44000,충남,201707,4860
44000,충남,201708,5319
44000,충남,201709,5779
44000,충남,201710,4662
44000,충남,201711,5181
44000,충남,201712,4369
44000,충남,201801,4436
44000,충남,201802,4827
44000,충남,201803,5830
44000,충남,201804,5059
44000,충남,201805,4347
44000,충남,201806,4888
44000,충남,201807,4605
44000,충남,201808,4006
44000,충남,201809,3043
44000,충남,201810,3528
44000,충남,201811,3472
44000,충남,201812,3056
44000,충남,201901,2783
44000,충남,201902,2902
44000,충남,201903,3150
45000,전북,200601,2021
45000,전북,200602,2375
45000,전북,200603,2668
45000,전북,200604,2910
45000,전북,200605,2030
45000,전북,200606,2201
45000,전북,200607,2815
45000,전북,200608,1956
45000,전북,200609,3345
45000,전북,200610,2440
45000,전북,200611,3640
45000,전북,200612,3225
45000,전북,200701,3043
45000,전북,200702,2791
45000,전북,200703,2562
45000,전북,200704,2604
45000,전북,200705,2105
45000,전북,200706,1578
45000,전북,200707,1827
45000,전북,200708,1927
45000,전북,200709,1437
45000,전북,200710,2133
45000,전북,200711,2574
45000,전북,200712,2806
45000,전북,200801,5201
45000,전북,200802,3912
45000,전북,200803,3367
45000,전북,200804,4192
45000,전북,200805,3217
45000,전북,200806,3382
45000,전북,200807,3509
45000,전북,200808,2710
45000,전북,200809,3372
45000,전북,200810,3618
45000,전북,200811,2899
45000,전북,200812,2721
45000,전북,200901,2743
45000,전북,200902,3126
45000,전북,200903,3402
45000,전북,200904,3370
45000,전북,200905,2241
45000,전북,200906,2771
45000,전북,200907,3388
45000,전북,200908,2508
45000,전북,200909,3660
45000,전북,200910,4117
45000,전북,200911,4097
45000,전북,200912,3931
45000,전북,201001,2574
45000,전북,201002,2654
45000,전북,201003,2828
45000,전북,201004,3293
45000,전북,201005,2337
45000,전북,201006,2921
45000,전북,201007,2489
45000,전북,201008,2373
45000,전북,201009,1895
45000,전북,201010,2384
45000,전북,201011,3545
45000,전북,201012,3503
45000,전북,201101,3069
45000,전북,201102,2671
45000,전북,201103,3486
45000,전북,201104,3620
45000,전북,201105,4011
45000,전북,201106,3641
45000,전북,201107,2478
45000,전북,201108,3427
45000,전북,201109,2463
45000,전북,201110,2873
45000,전북,201111,2753
45000,전북,201112,4979
45000,전북,201201,1392
45000,전북,201202,2055
45000,전북,201203,1736
45000,전북,201204,1531
45000,전북,201205,1861
45000,전북,201206,1743
45000,전북,201207,1920
45000,전북,201208,1570
45000,전북,201209,1179
45000,전북,201210,2010
45000,전북,201211,2218
45000,전북,201212,7287
45000,전북,201301,2032
45000,전북,201302,1754
45000,전북,201303,2390
45000,전북,201304,2448
45000,전북,201305,2005
45000,전북,201306,3380
45000,전북,201307,1321
45000,전북,201308,1428
45000,전북,201309,1811
45000,전북,201310,3025
45000,전북,201311,3260
45000,전북,201312,3322
45000,전북,201401,2179
45000,전북,201402,3155
45000,전북,201403,2751
45000,전북,201404,2635
45000,전북,201405,1888
45000,전북,201406,3129
45000,전북,201407,3110
45000,전북,201408,2759
45000,전북,201409,2905
45000,전북,201410,3348
45000,전북,201411,3729
45000,전북,201412,4209
45000,전북,201501,2753
45000,전북,201502,2783
45000,전북,201503,4105
45000,전북,201504,3515
45000,전북,201505,3174
45000,전북,201506,3360
45000,전북,201507,2872
45000,전북,201508,2623
45000,전북,201509,2356
45000,전북,201510,2833
45000,전북,201511,2594
45000,전북,201512,2953
45000,전북,201601,2030
45000,전북,201602,2687
45000,전북,201603,3286
45000,전북,201604,2773
45000,전북,201605,2633
45000,전북,201606,2663
45000,전북,201607,2377
45000,전북,201608,2859
45000,전북,201609,2633
45000,전북,201610,3543
45000,전북,201611,3811
45000,전북,201612,3381
45000,전북,201701,2726
45000,전북,201702,2389
45000,전북,201703,3146
45000,전북,201704,3205
45000,전북,201705,3123
45000,전북,201706,3533
45000,전북,201707,3069
45000,전북,201708,3264
45000,전북,201709,2511
45000,전북,201710,2738
45000,전북,201711,4600
45000,전북,201712,3846
45000,전북,201801,6068
45000,전북,201802,4766
45000,전북,201803,6356
45000,전북,201804,4133
45000,전북,201805,3439
45000,전북,201806,5458
45000,전북,201807,2896
45000,전북,201808,3411
45000,전북,201809,3083
45000,전북,201810,3065
45000,전북,201811,2840
45000,전북,201812,3561
45000,전북,201901,2914
45000,전북,201902,2692
45000,전북,201903,3225
46000,전남,200601,780
46000,전남,200602,1134
46000,전남,200603,1803
46000,전남,200604,1650
46000,전남,200605,2063
46000,전남,200606,2066
46000,전남,200607,1713
46000,전남,200608,1656
46000,전남,200609,2300
46000,전남,200610,1514
46000,전남,200611,1800
46000,전남,200612,1961
46000,전남,200701,1417
46000,전남,200702,1758
46000,전남,200703,1680
46000,전남,200704,1754
46000,전남,200705,1342
46000,전남,200706,1292
46000,전남,200707,1486
46000,전남,200708,1543
46000,전남,200709,1239
46000,전남,200710,2118
46000,전남,200711,2254
46000,전남,200712,2218
46000,전남,200801,2113
46000,전남,200802,1785
46000,전남,200803,2058
46000,전남,200804,1835
46000,전남,200805,2066
46000,전남,200806,2054
46000,전남,200807,1843
46000,전남,200808,1569
46000,전남,200809,1458
46000,전남,200810,4606
46000,전남,200811,3267
46000,전남,200812,1258
46000,전남,200901,1168
46000,전남,200902,1312
46000,전남,200903,1525
46000,전남,200904,1234
46000,전남,200905,1413
46000,전남,200906,1684
46000,전남,200907,1664
46000,전남,200908,1547
46000,전남,200909,1816
46000,전남,200910,2295
46000,전남,200911,2835
46000,전남,200912,4051
46000,전남,201001,2263
46000,전남,201002,1589
46000,전남,201003,2807
46000,전남,201004,2120
46000,전남,201005,1709
46000,전남,201006,1839
46000,전남,201007,3215
46000,전남,201008,1460
46000,전남,201009,2239
46000,전남,201010,2006
46000,전남,201011,2246
46000,전남,201012,3468
46000,전남,201101,1323
46000,전남,201102,2305
46000,전남,201103,3266
46000,전남,201104,3075
46000,전남,201105,2147
46000,전남,201106,1946
46000,전남,201107,1899
46000,전남,201108,2277
46000,전남,201109,2133
46000,전남,201110,3908
46000,전남,201111,2993
46000,전남,201112,4596
46000,전남,201201,1229
46000,전남,201202,1564
46000,전남,201203,2007
46000,전남,201204,1776
46000,전남,201205,3562
46000,전남,201206,2070
46000,전남,201207,1979
46000,전남,201208,1812
46000,전남,201209,1484
46000,전남,201210,2197
46000,전남,201211,2667
46000,전남,201212,3330
46000,전남,201301,1341
46000,전남,201302,2002
46000,전남,201303,2233
46000,전남,201304,2267
46000,전남,201305,2407
46000,전남,201306,3433
46000,전남,201307,1767
46000,전남,201308,1305
46000,전남,201309,1354
46000,전남,201310,2092
46000,전남,201311,2162
46000,전남,201312,2755
46000,전남,201401,2282
46000,전남,201402,2568
46000,전남,201403,2604
46000,전남,201404,2129
46000,전남,201405,1679
46000,전남,201406,2155
46000,전남,201407,2366
46000,전남,201408,2207
46000,전남,201409,2117
46000,전남,201410,2700
46000,전남,201411,2318
46000,전남,201412,2176
46000,전남,201501,1894
46000,전남,201502,2287
46000,전남,201503,2828
46000,전남,201504,3331
46000,전남,201505,3477
46000,전남,201506,4215
46000,전남,201507,3791
46000,전남,201508,3021
46000,전남,201509,2999
46000,전남,201510,2714
46000,전남,201511,2896
46000,전남,201512,2745
46000,전남,201601,2347
46000,전남,201602,1907
46000,전남,201603,2652
46000,전남,201604,2430
46000,전남,201605,2048
46000,전남,201606,2563
46000,전남,201607,2493
46000,전남,201608,2706
46000,전남,201609,2374
46000,전남,201610,3417
46000,전남,201611,4222
46000,전남,201612,2999
46000,전남,201701,2198
46000,전남,201702,2469
46000,전남,201703,2745
46000,전남,201704,2672
46000,전남,201705,2551
46000,전남,201706,2990
46000,전남,201707,2785
46000,전남,201708,3255
46000,전남,201709,2485
46000,전남,201710,2561
46000,전남,201711,3934
46000,전남,201712,3755
46000,전남,201801,5628
46000,전남,201802,2682
46000,전남,201803,5499
46000,전남,201804,3287
46000,전남,201805,2696
46000,전남,201806,3131
46000,전남,201807,2810
46000,전남,201808,2291
46000,전남,201809,2130
46000,전남,201810,3166
46000,전남,201811,3365
46000,전남,201812,3428
46000,전남,201901,3533
46000,전남,201902,2320
46000,전남,201903,2510
47000,경북,200601,4010
47000,경북,200602,4680
47000,경북,200603,4286
47000,경북,200604,3973
47000,경북,200605,3446
47000,경북,200606,3030
47000,경북,200607,3270
47000,경북,200608,2311
47000,경북,200609,3436
47000,경북,200610,3081
47000,경북,200611,4120
47000,경북,200612,4114
47000,경북,200701,3743
47000,경북,200702,2581
47000,경북,200703,3474
47000,경북,200704,3095
47000,경북,200705,3507
47000,경북,200706,3376
47000,경북,200707,2974
47000,경북,200708,2355
47000,경북,200709,2484
47000,경북,200710,3039
47000,경북,200711,3051
47000,경북,200712,3815
47000,경북,200801,2858
47000,경북,200802,2244
47000,경북,200803,2915
47000,경북,200804,2885
47000,경북,200805,2590
47000,경북,200806,3467
47000,경북,200807,2653
47000,경북,200808,2477
47000,경북,200809,2308
47000,경북,200810,3038
47000,경북,200811,2928
47000,경북,200812,2782
47000,경북,200901,2689
47000,경북,200902,2614
47000,경북,200903,3710
47000,경북,200904,3774
47000,경북,200905,2600
47000,경북,200906,2580
47000,경북,200907,3064
47000,경북,200908,3438
47000,경북,200909,2829
47000,경북,200910,2785
47000,경북,200911,2315
47000,경북,200912,2888
47000,경북,201001,2270
47000,경북,201002,3362
47000,경북,201003,4692
47000,경북,201004,3394
47000,경북,201005,2833
47000,경북,201006,2963
47000,경북,201007,2280
47000,경북,201008,2451
47000,경북,201009,2625
47000,경북,201010,2876
47000,경북,201011,4259
47000,경북,201012,4907
47000,경북,201101,3323
47000,경북,201102,3659
47000,경북,201103,5548
47000,경북,201104,4647
47000,경북,201105,3678
47000,경북,201106,4108
47000,경북,201107,3924
47000,경북,201108,4466
47000,경북,201109,3887
47000,경북,201110,4302
47000,경북,201111,4016
47000,경북,201112,6437
47000,경북,201201,1877
47000,경북,201202,3354
47000,경북,201203,4321
47000,경북,201204,3838
47000,경북,201205,3581
47000,경북,201206,2901
47000,경북,201207,2765
47000,경북,201208,2338
47000,경북,201209,2458
47000,경북,201210,3283
47000,경북,201211,2978
47000,경북,201212,5442
47000,경북,201301,2274
47000,경북,201302,2799
47000,경북,201303,3479
47000,경북,201304,4538
47000,경북,201305,5103
47000,경북,201306,5905
47000,경북,201307,2803
47000,경북,201308,3193
47000,경북,201309,2828
47000,경북,201310,4357
47000,경북,201311,3984
47000,경북,201312,5454
47000,경북,201401,4343
47000,경북,201402,4044
47000,경북,201403,3706
47000,경북,201404,4226
47000,경북,201405,3578
47000,경북,201406,3518
47000,경북,201407,4796
47000,경북,201408,4459
47000,경북,201409,4266
47000,경북,201410,4712
47000,경북,201411,4053
47000,경북,201412,9270
47000,경북,201501,7640
47000,경북,201502,4818
47000,경북,201503,6529
47000,경북,201504,8021
47000,경북,201505,5546
47000,경북,201506,5398
47000,경북,201507,6716
47000,경북,201508,5855
47000,경북,201509,4137
47000,경북,201510,4535
47000,경북,201511,5393
47000,경북,201512,5174
47000,경북,201601,5431
47000,경북,201602,4109
47000,경북,201603,4797
47000,경북,201604,4680
47000,경북,201605,4599
47000,경북,201606,3536
47000,경북,201607,3509
47000,경북,201608,3528
47000,경북,201609,3281
47000,경북,201610,3801
47000,경북,201611,4078
47000,경북,201612,4372
47000,경북,201701,3566
47000,경북,201702,3670
47000,경북,201703,4402
47000,경북,201704,3684
47000,경북,201705,3894
47000,경북,201706,5246
47000,경북,201707,6241
47000,경북,201708,6349
47000,경북,201709,7025
47000,경북,201710,4166
47000,경북,201711,4820
47000,경북,201712,4527
47000,경북,201801,3776
47000,경북,201802,3786
47000,경북,201803,4619
47000,경북,201804,5114
47000,경북,201805,3852
47000,경북,201806,3296
47000,경북,201807,4485
47000,경북,201808,3264
47000,경북,201809,3281
47000,경북,201810,4287
47000,경북,201811,4486
47000,경북,201812,3925
47000,경북,201901,4110
47000,경북,201902,3334
47000,경북,201903,3910
48000,경남,200601,4897
48000,경남,200602,4950
48000,경남,200603,4766
48000,경남,200604,4457
48000,경남,200605,4144
48000,경남,200606,3742
48000,경남,200607,3461
48000,경남,200608,3580
48000,경남,200609,5029
48000,경남,200610,5586
48000,경남,200611,7509
48000,경남,200612,6186
48000,경남,200701,4599
48000,경남,200702,4815
48000,경남,200703,4534
48000,경남,200704,4814
48000,경남,200705,4152
48000,경남,200706,3890
48000,경남,200707,4758
48000,경남,200708,3712
48000,경남,200709,3377
48000,경남,200710,5007
48000,경남,200711,4932
48000,경남,200712,5813
48000,경남,200801,6439
48000,경남,200802,5429
48000,경남,200803,5858
48000,경남,200804,5995
48000,경남,200805,5847
48000,경남,200806,5617
48000,경남,200807,5889
48000,경남,200808,5584
48000,경남,200809,4438
48000,경남,200810,6951
48000,경남,200811,3551
48000,경남,200812,5406
48000,경남,200901,5095
48000,경남,200902,5447
48000,경남,200903,4676
48000,경남,200904,5335
48000,경남,200905,4102
48000,경남,200906,4619
48000,경남,200907,5141
48000,경남,200908,4120
48000,경남,200909,4847
48000,경남,200910,5122
48000,경남,200911,5403
48000,경남,200912,7652
48000,경남,201001,5674
48000,경남,201002,5905
48000,경남,201003,6666
48000,경남,201004,6779
48000,경남,201005,5597
48000,경남,201006,5239
48000,경남,201007,4554
48000,경남,201008,4367
48000,경남,201009,4464
48000,경남,201010,6171
48000,경남,201011,6935
48000,경남,201012,9935
48000,경남,201101,6747
48000,경남,201102,6048
48000,경남,201103,5859
48000,경남,201104,6474
48000,경남,201105,5822
48000,경남,201106,5342
48000,경남,201107,5404
48000,경남,201108,4154
48000,경남,201109,3761
48000,경남,201110,4598
48000,경남,201111,5719
48000,경남,201112,6323
48000,경남,201201,2090
48000,경남,201202,4934
48000,경남,201203,4604
48000,경남,201204,4997
48000,경남,201205,5027
48000,경남,201206,3592
48000,경남,201207,4900
48000,경남,201208,3480
48000,경남,201209,2466
48000,경남,201210,4361
48000,경남,201211,6870
48000,경남,201212,10653
48000,경남,201301,3108
48000,경남,201302,3338
48000,경남,201303,4561
48000,경남,201304,5947
48000,경남,201305,6292
48000,경남,201306,10928
48000,경남,201307,5904
48000,경남,201308,3893
48000,경남,201309,4360
